id,version_id,content_sha256,title,primary_topic,subtopic,secondary_topics,evidence,reason,review_status,quality_flag,validation_status
223,21,e6a83d3c12bd95a917cf8668b4fcd38ea3ed69e1985b13449c69cbc288eb8b8a,迷你带深蹲训练,力量与稳定性,下肢力量与髋膝稳定,,屈髋、屈膝下蹲至大腿平行于地面,迷你带深蹲结合膝脚对齐要求训练下肢发力及髋膝稳定。,proposed,,passed
224,22,daad135d1e38425c6a8e2605cc35193a77897b38fd9468ee6d31d78a2670c678,单腿站立训练,基础动作与身体控制,单腿静态平衡,,强化下肢平衡性及稳定性，增强动作控制能力,单腿站于平衡垫保持姿势以静态平衡控制为核心。,proposed,,passed
225,23,b164b95336b014e6667d4078cf32b9cf346f88352399823eb7d7dd024dcd92fe,闭眼单腿站立训练,基础动作与身体控制,闭眼单腿平衡,,强化下肢平衡性及稳定性，增强动作控制能力,闭眼提高单腿姿势维持难度且正文目标集中于运动平衡。,proposed,,passed
226,24,27224a14d766331198b8720a5073c9624c9899ecd7a1722aa6f1ecf6d0ac51fd,燕式平衡训练,基础动作与身体控制,单腿俯身平衡,,增强下肢平衡性和稳定性,单腿支撑配合俯身后抬腿主要训练燕式姿势平衡。,proposed,,passed
227,25,424686f0d19776669a5462a7893e8d23038f4f621654300bd8d91d1347dde61b,单腿俯身多点触摸训练,基础动作与身体控制,单腿多方向动态平衡,,分别伸够触摸身体左侧和右侧的哑铃,单腿俯身向多方向够物主要考验重心转移时的平衡控制。,proposed,,passed
228,26,6a0f4e86d974119256a16c98cbd4cc87b777090349a06bb76451dd521e4b6ca4,侧卧单腿外展训练,力量与稳定性,髋外展力量与骨盆稳定,,激活髋外展肌群，提高骨盆稳定性,侧卧直腿上抬及画圈进阶围绕髋外展肌负荷与骨盆稳定。,proposed,,passed
229,27,61b2329e2465ba7979e5c9f73ff1426a7dde425ff835fcec2c4980123d11d512,站台阶单侧提髋训练,力量与稳定性,臀肌力量与骨盆稳定,,激活并强化臀部肌群，提高骨盆稳定性,台阶单侧提髋以臀肌发力恢复两侧骨盆水平。,proposed,,passed
230,28,fadb2ffbdafbf780cb0f352f250078c910a92ff11968b2571fa47ad72a7ab3f7,弹力带向内牵拉训练,基础动作与身体控制,单腿抗扰动平衡,力量与稳定性,对抗弹力带施加的拉力,单腿站立承受向内牵拉和可变扰动主要训练姿势平衡控制。,proposed,,passed
231,29,2cedb5b8550a22cb577cea64be8bbfad9efe38363558ab427e170c141fa9d5e6,弹力带向外牵拉训练,基础动作与身体控制,单腿抗扰动平衡,力量与稳定性,强化下肢平衡性及稳定性，增强动作控制能力,向外牵拉时维持单腿姿势以抗扰动平衡为主目标。,proposed,,passed
232,30,9bb7a1739c691fc0ca62509ff1adf002a4cd1eeebf07ecb21a5a43fa822946a5,平衡垫单腿站立训练,基础动作与身体控制,单腿静态平衡,,保持身体稳定至规定时间后,平衡垫上屈髋抬腿后持续单腿支撑聚焦静态平衡。,proposed,,passed
233,31,4c5cefd3d691992a281167ccf28564d51dc63178788c8e6759099bbf9ec10947,平衡垫闭眼单腿站立训练,基础动作与身体控制,闭眼单腿平衡,,强化下肢平衡性及稳定性，增强动作控制能力,移除视觉参照后保持单腿稳定仍以平衡动作控制为教学目标。,proposed,,passed
234,32,808ef18716ee4868b2bf56320ce6c1629ad4aec53c70ac00e47baa40d1ba7625,平衡垫燕式平衡训练,基础动作与身体控制,单腿俯身平衡,,增强下肢平衡性和稳定性,在平衡垫完成燕式俯身并保持身体水平主要训练单腿平衡。,proposed,,passed
235,33,79fc519ed5bd6948e55cd40df44bf5e04806bc26b87da173ffdb5f00d9d7139a,平衡垫单腿俯身多点触摸训练,基础动作与身体控制,单腿多方向动态平衡,,双手伸够触摸中间的哑铃,单腿支撑下轮流触摸前方及左右目标训练动态重心控制。,proposed,,passed
236,34,cdc63d8805ecf54f86f85108cc9bd28fc5533350dd5490ed2a742a114d49191f,平衡垫站姿单腿外展训练,力量与稳定性,髋外展力量与骨盆稳定,基础动作与身体控制,激活并强化髋外展肌群，提高骨盆稳定性,虽在平衡垫练习但明确目标是髋外展肌强化且进阶增加外展阻力。,proposed,,passed
237,35,1dfeccf196ffe68d3104d4bcf3e30bf830f41e81d3de1f8d74447455ae4f65d0,俯卧-I字训练,力量与稳定性,上肢肩胛稳定,,双侧肩胛骨向内、向下收紧,动作规定收紧肩胛后小幅抬臂保持足以支持肩胛稳定分类。,proposed,,passed
238,36,148c54f09b9799f13711e6c4b52c00adf38263d3b7d70f4f39c804bfe5f8b203,泡沫轴俯卧T字训练,力量与稳定性,上肢肩胛稳定,,肩胛骨向内、向下收紧,单侧T形手臂从泡沫轴抬离并保持主要训练肩胛稳定肌控制。,proposed,,passed
239,37,ec5c01c8262d9a0ea8d49d2a6ce0524d34f368cfd88c429a611992e3658bfd6d,泡沫轴俯卧Y字训练,力量与稳定性,上肢肩胛稳定,,抬起左臂2～3厘米，保持3～5秒,单侧Y形抬臂结合肩胛内收下沉属于肩带肌群激活保持。,proposed,,passed
240,38,d43c506ab987cb58fb1d56b8e3a1097ecc75a425dc80f6b1d48189c4c392e0f2,瑞士球-I字训练,力量与稳定性,上肢肩胛稳定,,双侧肩胛骨收紧，双臂向前抬起,球上俯卧时收紧肩胛并向前举臂构成肩带稳定练习。,proposed,,passed
241,39,dd43900684ffeaf828e5f4df821aed3aed443df96b525c9bae7687c9d461ba0c,瑞士球-T字训练,力量与稳定性,上肢肩胛稳定,,双侧肩胛骨收紧，双臂向两侧抬起,球面支撑下T形抬臂以肩胛内收和肩部控制为重点。,proposed,,passed
242,40,ce4963c96452eeda4825526e3b7854139bf13f67f117323faaff35189bea7250,瑞士球-Y字训练,力量与稳定性,上肢肩胛稳定,,手臂伸直，双侧肩胛骨收紧,俯卧球上完成Y形抬臂重点在肩胛收紧与肩带稳定。,proposed,,passed
243,41,c09275b80c4893dfc70fbf5bd410dc194405f35e027f13a5bb1bb6787da876eb,瑞士球-W字训练,力量与稳定性,上肢肩胛稳定,,肩胛骨向内、向下收紧,屈肘W形上抬由肩胛内收下沉引导主要训练肩带稳定。,proposed,,passed
244,42,2392d2eb65c64e6699989276eaff93c4116ff495f0f7428daf7cc733efd174f7,瑞士球-L字训练,力量与稳定性,肩外旋与肩胛稳定,,双侧肩胛骨向内、向下收紧后,肩胛收紧后屈肘抬前臂构成肩外旋及肩胛稳定练习。,proposed,,passed
245,43,163174e240c02786c74ef5ba8882d1f35160300d6b2b4a935bd0fb788c718c08,瑞士球-屈伸肩训练,力量与稳定性,躯干核心抗伸展,,保持背部呈一条直线,推球前移且维持背部直线暂归核心抗伸展；双膝伸直及双肘撑起球的支撑描述需澄清。,needs_review,,passed
246,44,70ef19226589ecbc0c334df669d50d9a5d89a8403611a53f6db4f1919bdeaa95,瑞士球-俯卧撑训练,力量与稳定性,上肢推撑力量,,腹部收紧，降低躯干至胸部贴近球面,球上俯卧撑反复降低再推起躯干主要强化上肢推撑能力。,proposed,,passed
247,45,55d736c3f07206c895d7a9470b00f1887a206bf290a7e200f851aa573bae1a3a,瑞士球-仰卧侧平举训练,力量与稳定性,躯干与骨盆抗侧倾稳定,基础动作与身体控制,臀部收紧，髋部伸直,暂按伸髋保持时侧向滚球的躯干稳定分类；正文未交代肩胛控制与平衡训练的主次。,needs_review,,passed
248,46,4e29a12f9489c03ade73f292f924110c38a5fba066d1bc41160f3cf5e3e2a5ff,站姿-I字训练,力量与稳定性,上肢肩胛稳定,,双侧肩胛骨向下、向内收紧后,站姿I形上举以先收紧肩胛再抬臂为核心控制要求。,proposed,,passed
249,47,08d98e0eca803b0c1e337b6f3ca0ccfa2d6d2f0efb86e83141d218febec65d21,站姿-Y字训练,力量与稳定性,上肢肩胛稳定,,双侧肩胛骨向下、向内收紧,站姿Y形举臂强调肩胛下沉内收支持肩带稳定分类。,proposed,,passed
250,48,c5dc03019c87f856cbb6e7ec7da2f7e98ce348d6164b194cc03b41ef7f95d1b8,站姿-T字训练,力量与稳定性,上肢肩胛稳定,,双手侧向抬起与躯干形成T字,肩胛固定后侧向抬臂主要训练肩带姿势稳定。,proposed,,passed
251,49,6bff8e74d2c91a55323f3d9ae3caf56dd159cfed0f0ae63e36e15824967955b5,站姿-W字训练,力量与稳定性,上肢肩胛稳定,,抬起手臂与躯干形成W字,站立屈肘上举伴肩胛内收下沉以稳定肩带为主要任务。,proposed,,passed
252,50,e5925dd6e8229c6e2d12d8e19ec42e5a65aac24805b289b2a41696038946aebe,站姿-L字训练,力量与稳定性,肩外旋与肩胛稳定,,然后前臂向上抬起形成L字,俯身收紧肩胛并转抬前臂体现肩外旋与肩带稳定控制。,proposed,,passed
253,51,ec9bf6ef639ff7acf4baf47bc046dd56df64d440d41d28ead0bdead055803cd8,跪撑-单手撑训练,力量与稳定性,跪撑核心抗旋转,,腹部收紧，抬起右臂向对角线方向伸出,跪撑减少单手支点并对角伸臂时需腹部稳定躯干。,proposed,,passed
254,52,bb67d2ff3b3536e8de753c57e42ea8d2133a4ea77ad94bf73b3dbb645054440e,跪撑-单腿伸训练,力量与稳定性,跪撑腰盆稳定,,抬起左腿与躯干呈一条直线,腹部收紧的跪撑位伸腿要求保持腰盆及躯干对齐。,proposed,,passed
255,53,2f0e1c16685d22f5fc3d9f05d2f7172449f11e264b50f57aa833f34c7df50175,跪撑-单手单脚伸训练,力量与稳定性,对侧支撑核心抗旋转,,同时抬起右手及左脚，直至与地面平行,跪撑位对侧手脚同时离地以减少支点训练核心稳定。,proposed,,passed
256,54,9d327f67dcd9b8ab9fc7c9211fcb362c9c5c5b22222c0f6da70d11f538726675,平板支撑-俯卧撑训练,力量与稳定性,上肢推撑力量,,双手推起躯干，保持腹部收紧,反复降低身体再用双手推起构成自重上肢力量训练。,proposed,,passed
257,55,be9f9dc80c9845b3415e98472eb28be54cc31387d7931e6018748929882ded9e,平板支撑-单腿伸训练,力量与稳定性,平板支撑核心抗旋转,,保持头部、背部、下肢呈一条直线,平板位单腿抬起保持身体直线主要挑战核心抗旋转稳定。,proposed,,passed
258,56,432098d3e4274de2b9f4fb82f71a498f0ebb8c32d765f2a9f7d771e7addf667e,平板支撑-单手伸训练,力量与稳定性,平板支撑核心抗旋转,,躯干保持不动，慢慢抬起右臂,直臂平板减少一侧手支撑且固定躯干聚焦抗旋转能力。,proposed,,passed
259,57,d614e6e34be3ca9d736200b93338660f30b62f65876f5fa55cd024ecc125c9be,平板支撑-单手单脚伸训练,力量与稳定性,对侧支撑核心抗旋转,,躯干保持不动，同时抬起右手及左脚,两点对侧支撑下固定躯干主要训练核心抗旋转与抗伸展。,proposed,,passed
260,58,d70e1f722089ebb625c3c401cb621f765d13f2eb883a61a1f2b99c6ca61e62a5,俯桥训练,力量与稳定性,躯干核心等长支撑,,双肘、双脚呈支撑姿势，保持20～30秒,肘脚支撑持续保持属于躯干核心等长稳定练习。,proposed,,passed
261,59,6ffb27ae47cc57a0073ece683e44101042253c72a878599907879980f6fce0fe,俯桥-单腿伸训练,力量与稳定性,俯桥核心抗旋转,,躯干保持不动，抬起左脚保持1～2秒,肘撑位交替抬腿并固定躯干强调核心抗旋转稳定。,proposed,,passed
262,60,ab362e8152cae817c2670180246fae7fbdb985c9ab09ea0a6cd9a870e3841905,俯桥-单手伸训练,力量与稳定性,俯桥核心抗旋转,,保持身体稳定不动，慢慢抬起右手,肘撑下交替抬手使支点减少主要训练躯干稳定。,proposed,,passed
263,61,850487156c9995dbe51ec3212ece786875259de629ff26e628a48d64f6ea1071,俯桥-单手单脚伸训练,力量与稳定性,对侧支撑核心抗旋转,,保持身体稳定不动，慢慢抬起右手及左脚,肘撑位对侧手脚离地仍保持身体稳定聚焦抗旋转核心控制。,proposed,,passed
264,62,f87366735bbdd8708412bbefb18337a46559aef4e3bd4b04367c8fcf1a6d0601,瑞士球-平板屈膝训练,力量与稳定性,支撑位屈膝收腹,,屈膝尽量贴近胸部，直至脚尖触及瑞士球顶部,手撑地将球随屈膝拉近身体构成动态收腹及核心稳定练习。,proposed,,passed
265,63,951a557ffe04b7313ebdb71c64c0d52b581b0a7e047cd4f12d388aaee4d2916a,瑞士球-单手单脚伸训练,力量与稳定性,对侧伸展腰盆稳定,,保持背部平直，同时抬起右手和左脚,球上腹部支撑并对侧伸展要求维持背部平直以训练腰盆稳定。,proposed,,passed
266,64,d3b6252208b8081ea02b95fc8dbc13de34bfb0d17aec6a250f8f0f35c2cbc7f0,屈膝侧平板撑训练,力量与稳定性,躯干核心抗侧屈,,躯干保持一条直线，右手推起髋部离地,屈膝侧撑持续抬髋以抵抗躯干侧向下塌。,proposed,,passed
267,65,dbdd73055baacd92d8d348990f987ef7a9f7459ee1d1679ad5dd74d55efde224,分腿侧平板撑训练,力量与稳定性,躯干核心抗侧屈,,左手伸直推起躯干，双腿伸直保持10～15秒,分腿侧平板保持躯干直线属于侧向核心等长支撑。,proposed,,passed
268,66,221f232e39a2fefa3c8837b1be09800d2690e1554392d3325fcf03fa4d3531e1,分腿侧桥撑训练,力量与稳定性,躯干核心抗侧屈,,右肘屈肘90°推起躯干,分腿肘侧撑维持身体直线主要训练侧向躯干稳定。,proposed,,passed
269,67,efd46acaa9b0d05ff641945ad1afeb2aa68a63e4b28503e2d7f4df1d18e60609,侧桥训练,力量与稳定性,躯干核心抗侧屈,,双脚并拢伸直保持10～15秒,并腿侧桥在窄支撑条件下持续撑起躯干强化抗侧屈稳定。,proposed,,passed
270,68,d8c07810e0aa1bb7c90a22cdd29949151f7493fb268e3fd94146198e3927939c,瑞士球-卷腹训练,力量与稳定性,腹肌力量与躯干屈曲,,腹肌收紧，躯干弯曲，肩部推起，卷腹上推,球上卷腹以腹肌主动收缩和躯干屈曲为主要发力任务。,proposed,,passed
271,69,964ac40b8e58b280df24d5e7a43a3fcf58be5f6be5e8fe443502c1c5ce7d906f,瑞士球-俄罗斯旋转训练,力量与稳定性,躯干旋转与腰盆稳定,,腹部收紧，伸髋保持躯干、大腿与地面平行,伸髋支撑同时左右转体训练躯干旋转发力和腰盆稳定。,proposed,,passed
272,70,079b765d125c4443a6369d99943966a208136342f51c42ef912901555c50f4a1,臀肌桥-双腿训练,力量与稳定性,臀肌伸髋力量,,臀部收缩抬起髋部,双腿臀桥由臀肌收缩抬髋并保持对齐主要训练伸髋力量。,proposed,,passed
273,71,a242b2d5a27e0df10bee7b03dc53434d7d9ac0d50e515ecc6cf0fd47fe4162d7,臀肌桥-单腿直膝训练,力量与稳定性,臀肌力量与单侧骨盆稳定,,保持臀肌桥姿势，右腿伸直,臀桥后单腿伸直使另一腿承担伸髋支撑并稳定骨盆。,proposed,,passed
274,72,d6928bd7b7ec2fa88789155afe8537738e38f0fb3a357d705b605bab73380cea,臀肌桥-屈膝军步训练,力量与稳定性,臀肌力量与单侧骨盆稳定,,保持臀肌桥姿势，屈膝抬起右腿,臀桥位交替屈膝抬腿以支撑侧臀肌维持伸髋和骨盆稳定。,proposed,,passed
275,73,b637b5b4be5e19b62d4f42fc6b81e18d19ed7450c8328bf7c3a58f2258fdabdf,臀肌桥-迷你带训练,力量与稳定性,臀肌伸髋力量,,臀部收缩抬起髋部,双腿套带完成臀桥以臀肌伸髋发力及髋部稳定为主。,proposed,,passed
276,74,97fb0cebaf85d98a809a1ff9fc4c7fc85caa65850da8ff150d50197352eba1fd,臀肌桥-药球训练,力量与稳定性,臀肌伸髋力量,,臀部收缩抬起髋部,夹球为附加任务而主体是臀肌收缩抬髋与桥式保持。,proposed,,passed
277,75,b889e89316a641fb5154983cdea31715985b195c5a5fa710b5b7b4cd4e074bca,瑞士球-夹球屈髋训练,力量与稳定性,腹肌力量与骨盆卷起,,夹球屈髋，直至骨盆离地、膝关节与胸部贴紧,仰卧夹球屈髋并卷起骨盆构成反向卷腹式核心力量练习。,proposed,,passed
278,76,00f7e72bc0b0fe5708eeb771455e2bc0710a5334c35a5631d6ce910034a5bee7,瑞士球-夹球转髋训练,力量与稳定性,躯干旋转控制,柔韧与活动度,夹球向左转髋，回到起始姿势,暂按夹球转髋的躯干旋转控制归类；缺少收紧保持及幅度要求使力量与活动度目标难分。,needs_review,,passed
279,77,00d2c27e4b287c78b8510607908b7a74626b2626d3e86ff0f80391c3f66abf04,瑞士球-臀肌桥训练,力量与稳定性,臀肌与下肢后侧链力量,,臀部收缩且髋部抬起,足跟支球且双腿伸直抬髋主要强化臀肌和后侧链支撑。,proposed,,passed
280,78,a81ab6aa9766db51100b2287f9efb2562be7cc943b1f3ee0c957b2473a88a779,瑞士球-单腿臀肌桥训练,力量与稳定性,臀肌力量与单侧骨盆稳定,,直膝抬起右腿，保持3～5秒,球上臀桥再抬单腿增加支撑侧伸髋及骨盆稳定负荷。,proposed,,passed
281,79,76d8c520fa562db6fc2ff424b2980c92aada725ecccdca9e210f3ac6a6283783,瑞士球-军步臀肌桥训练,力量与稳定性,臀肌力量与单侧骨盆稳定,,屈膝抬起右腿，保持3～5秒,足跟支球臀桥中交替屈膝抬腿主要维持单侧伸髋稳定。,proposed,,passed
282,80,ccd097c95789dd956e143e26a96f56daeca0021bcba726b3d227fe304132bea5,直膝髋外展训练,力量与稳定性,髋外展抗阻力量,,双腿套住迷你带，置于膝关节上方,正文在侧卧位直腿抗带抬起直接训练髋外展肌群。,proposed,,passed
283,81,0152e2c3cbf5569d0512a0a7284e5fa8f9b485a0ddcac1139b81fc55207ee1c7,屈膝髋外展训练,力量与稳定性,髋外展与外旋力量,,双脚勾住，脚跟并拢，左膝上抬,侧卧屈膝并夹住脚跟后抗带开膝以髋外展外旋发力为主。,proposed,,passed
284,82,38161a1aea6a209ce12c706d211bf9f908d54c14c55e60aca9e6cfbc97e91cbb,直膝髋外展-迷你带训练,力量与稳定性,髋外展抗阻力量,,躯干保持一条直线，双腿伸直,迷你带阻力下侧卧直腿上抬构成髋外展力量练习。,proposed,,passed
285,83,1749d8177ad3ef4e98687d0b27fe08b37abe5e60531034ef93e5c9cef3d13cd2,屈膝髋外展-迷你带训练,力量与稳定性,髋外展与外旋力量,,双脚勾住，脚跟并拢，左膝上抬,套带屈膝侧卧开膝主要负荷髋外侧及外旋肌群。,proposed,,passed
286,84,55b12f9dcc86a01b8804aeba4d8b195a8ae3d5ff1c31aebff21a2cbbb5e17dd9,跪撑一伸髋训练,力量与稳定性,臀肌伸髋力量,,保持双膝屈膝，向上举起右脚,跪撑屈膝向后上抬脚以伸髋发力为主要动作且腹部辅助稳定。,proposed,,passed
287,85,1256b8f3e2245cc068a163ec721684785799d7d90bddd0a4bfd4f2d34d4c2e8d,跪撑一髋外展训练,力量与稳定性,髋外展力量与骨盆稳定,,保持双膝屈膝，侧向慢慢抬起右腿,跪撑侧向抬屈膝腿集中训练髋外展及腰盆稳定。,proposed,,passed
288,86,f0bb2a3bf6f3d24ad19841ebbbd6229ad1da73aaf5cf7c0818002fce48dc09ae,瑞士球-交替伸髋训练,力量与稳定性,臀肌伸髋力量,,保持背部平直，向上抬起左腿,腹部贴球时交替向上抬腿主要完成伸髋发力与腰部稳定。,proposed,,passed
289,87,772ca1a51ff2ebabd00e18f5ee1e593d9bc1935bb047c61440dabc04b3b251cd,瑞士球-双腿伸髋训练,力量与稳定性,臀肌伸髋力量,,臀部收紧且屈肘，使双脚抬起至更高高度,正文明确要求臀部收紧并双腿抬高支持双侧伸髋力量分类。,proposed,,passed
290,88,e6d49dd6ef0e53675a04d97d5b69544cee7987534f2ebe2f1b2541887b503f88,对墙支撑训练,力量与稳定性,上肢推撑力量,,手掌撑墙，手臂做屈伸动作,墙面屈伸推撑并以距离调整负荷主要训练上肢力量。,proposed,,passed
291,89,12fd3d67213668289e4daa39952c37baa39000e497f445261e6d5d6d39a3e679,螃蟹举训练,力量与稳定性,仰撑腰盆稳定,,仰撑于垫子上，髋关节挺直，做举腿动作,仰撑位保持伸髋并交替举腿主要挑战腰盆及支撑肌群稳定。,proposed,,passed
292,90,6850a392dd528b43a6d3270e6dcee7c96231d0776e925addc11c0a18ec0943d9,螃蟹走训练,基础动作与身体控制,仰撑多方向移动,力量与稳定性,屈腿仰撑，胸、腹、大腿成一直线，横行,正文集中描述仰撑横行及前后移动暂归移动协调；缺少目标使核心稳定与位移教学主次待定。,needs_review,,passed
293,91,c6a70c5b0d0d6e87d759b146163952379cba0eed6d85613d3ce6154bb09021bc,首尾相接训练,柔韧与活动度,躯干后伸柔韧,安全防护与健康边界,练习者俯卧直臂撑地面，屈腿仰头，头足相触,头足相触体现大幅后伸柔韧任务；极限腰颈后伸仅配热身提示需专业核查适龄与安全。,proposed,专业复核,passed
294,92,1824520cd403317fe39a69ec9ba73ad99f1db424ef9c3ef996d14d046df00408,俯桥支撑训练,力量与稳定性,上肢推撑与核心支撑,,手肘弯曲的时候身体匀速下降至鼻尖触地,主体为反复屈伸臂推撑并附静态俯桥变式共同服务支撑力量。,proposed,,passed
295,93,d8d9640e02685b7372ecfed562171f5df61e22fac189382ac1230db95b05be08,捡贝壳训练,力量与稳定性,俯撑核心抗旋转,,身体挺直，手向前伸出捡回一定数量的贝壳,脚固定且俯撑单手前伸取物主要增加核心和支撑肩稳定要求。,proposed,,passed
296,94,8f3026e90fc34fb8a98a9b45984155997dd4709f190dbb984fa05c7e988f4787,跪立前行训练,同伴互动与社会性,集体协作移动,基础动作与身体控制,每人双手扶住前者的腰部成一路纵趴,串联扶腰集体前行暂归同伴协作；目标缺失且队形文字含糊使协作与运动控制主次待核。,needs_review,,passed
297,95,be4b08428dc595e8ae94bde9a2a85b631a54d21a8f3acced47d032dc4a3089ef,侧桥支撑训练,力量与稳定性,躯干核心抗侧屈,,身体要保持在同一平面,侧撑保持躯干和骨盆对齐主要训练抗侧屈；声称髋部旋转便无锻炼作用过于绝对需专业复核。,proposed,专业复核,passed
298,96,3e1ad065f919093dbbb61052dfff932924d321f29828e78ae27fc59636538ae9,肩侧撑训练,力量与稳定性,侧撑核心与肩带稳定,,动作过程中腰、臀部不可下塌,单手单脚侧撑并上侧触脚要求肩带承重和腰盆抗侧屈稳定。,proposed,,passed
