id,topic_code,subtopic_code,normalization_note
583,speed,speed_frequency,双人抗阻快速摆臂突出动作频率。
585,speed,speed_frequency,顺风下坡用于加快步频并增大步幅；保留坡道复核。
586,speed,speed_frequency,高速踏点衔接快节奏跨跳。
587,speed,speed_sprint,按全文推棒投掷衔接加速跑组合归并，与555及588保持一致。
588,speed,speed_sprint,快速推掷衔接加速跑按整体速度链归并。
591,speed,speed_agility,快速卧起触高后折返变向。
592,speed,speed_sprint,小步快频为前导，主体衔接加速和计时跑。
593,speed,speed_sprint,小步跑转加速及计时跑，与592一致。
595,speed,speed_sprint,行进间短距跑速并入起跑加速类；建议类名涵盖最高速度跑。
596,speed,speed_sprint,仰卧翻转后快速衔接疾跑。
598,speed,speed_frequency,全文快速俯卧撑转摆臂组合，与527及560一致；建议涵盖一般动作速度。
599,speed,speed_sprint,站立或半蹲姿势听令快速起跑。
603,speed,speed_reaction,已阅读全文：再次击球前吊球只能触墙一次，按来球时间窗内反应衔接归并。
605,speed,speed_agility,绕标志物之字跑训练连续方向改变。
606,movement,movement_coordination,主主题由速度敏捷与反应调整为基础动作与身体控制；已阅读全文，明确目标为提高协调配合能力，持拍颠球同步曲线绕杆体现器物与移动的协同控制。
608,speed,speed_chase,听单双数后切换追逃角色完成短距追跑。
610,speed,speed_chase,双人摸肩攻防突出即时躲闪。
611,speed,speed_reaction,已阅读全文：按照口令方向快速跳跃转体，按信号定向反应归并。
613,speed,speed_frequency,已阅读全文：目标为快速撑跳，连续体位切换并入快速协调；建议涵盖一般动作速度。
615,speed,speed_reaction,对扫地绳来向及时起跳。
617,speed,speed_frequency,已阅读全文：明确提高快速弹跳能力；双摇为练习形式，按快速摇绳与弹跳协调归并。
705,speed,speed_sprint,动作族以奔跑速度和步频步幅为主；兼有急停变向，集中复核跨细分类综合卡。
706,speed,speed_frequency,敏捷梯突出脚步频率和节奏协调。
709,speed,speed_frequency,下肢快速摆动频率为主；兼有信号启动。
747,speed,speed_frequency,后踢腿保持高步频；保留错配提示复核。
748,speed,speed_agility,侧向滑步与交叉步服务横向敏捷移动。
750,speed,speed_reaction,口令或手势触发定向启动。
759,speed,speed_frequency,最快爬行按快速协调承接；建议类名涵盖非步行跑动的动作速度，保留正文错配复核。
798,speed,speed_reaction,根据信号停止转向或跳跃。
804,speed,speed_sprint,50米短跑围绕起跑加速与最高速度。
830,speed,speed_reaction,投掷与持拍拦截并重，按来球拦截反应归并。
845,speed,speed_reaction,呼号后迅速识别伙伴并跑向指定位置。
846,speed,speed_agility,按播种抢收路线快速往返切换方向。
847,speed,speed_chase,围捕中的追逐与躲闪；保留室内碰撞复核。
848,speed,speed_agility,连续绕行与交换物品构成路线敏捷任务。
849,speed,speed_chase,曲线避障中追拍；保留室内碰撞复核。
862,speed,speed_chase,绕圈追逐为主要运动内容。
884,speed,speed_reaction,观察翻掌击掌时机并快速收手。
888,speed,speed_frequency,跪姿快速移动按快速协调承接；建议涵盖非步行跑动速度，保留关节负荷复核。
893,speed,speed_reaction,教师手势触发相反方向步法，按信号运动反应归并。
898,speed,speed_chase,团队追尾中的攻防与闪避；保留拉拽安全复核。
911,speed,speed_chase,摸肩攻防中的即时闪避。
912,speed,speed_chase,多人摸肩攻防中的移动与躲闪。
913,speed,speed_chase,脚尖攻防中的步法闪避。
916,speed,speed_chase,追踩气球与保护己方目标形成追逃攻防。
920,speed,speed_chase,三方追抓训练追逐反应。
922,speed,speed_sprint,背向转身快速起跑。
924,speed,speed_chase,单双数口令触发角色转换后的追拍。
925,speed,speed_chase,突破防卫与追拍形成攻防闪避。
926,speed,speed_reaction,连续穿越城门突出时机反应和快速通过。
927,speed,speed_chase,喊号触发追逃起跑。
928,speed,speed_chase,转身追赶与逃跑。
929,speed,speed_chase,猜拳决定追逃角色。
930,speed,speed_chase,自由追拍与单腿脱险。
931,speed,speed_chase,团队蛇形追尾中的连续变向。
932,speed,speed_chase,蛇头追尾突出灵活追逐。
933,speed,speed_chase,按猫鼠追捕的实际动作任务归并。
934,speed,speed_chase,拍背触发追逐，注意为伴随要求。
935,speed,speed_chase,区域穿越中的追拍和避让。
936,speed,speed_chase,贴人换位后持续追逐。
938,speed,speed_sprint,短距快速跑抢占位置。
941,speed,speed_sprint,明确速度素质目标；交棒为接力组织要求。
942,speed,speed_agility,绕杆往返训练连续变向。
943,speed,speed_sprint,四角接力明确提高快速跑能力。
944,speed,speed_sprint,架棒操作服务往返快速接力。
945,speed,speed_sprint,插拔旗操作服务快速接力。
949,speed,speed_sprint,已阅读全文：奔跑为明确目标，终点跳绳可替换为其他动作。
950,speed,speed_sprint,已阅读全文：胸顶报纸引导保持快跑速度。
952,sport,sport_athletics,主主题由速度敏捷与反应调整为专项运动技能；已阅读全文，明确目标为掌握弯道跑技术，教练提示强调弯道技术运用与合理传接棒。
954,speed,speed_agility,交替跨钻障碍训练快速路线与体位转换。
955,speed,speed_agility,跨栏跳箱障碍路线突出快速通过；保留专业复核。
957,speed,speed_agility,快跑翻越障碍按敏捷通过归并；保留专业复核。
1000,speed,speed_frequency,小步幅快频率行走；保留待复核状态。
1008,speed,speed_agility,绕障碍切换重心并追求最短用时。
1012,speed,speed_agility,连续侧向跳步实现快速横移。
1015,speed,speed_frequency,快速跑目标下的高抬腿和后蹬协调。
1016,speed,speed_sprint,报纸贴胸引导短距离快速跑。
1019,speed,speed_reaction,猜拳结果触发快速进退转换。
1022,speed,speed_chase,叫号后追赶同号伙伴。
1023,speed,speed_agility,绕人连续S形变向跑。
1024,speed,speed_reaction,突然口令触发选圈占位和急停。
1026,speed,speed_chase,喊名更换追逐者并调整追逃。
1027,speed,speed_chase,追逃与营救为已知主线；保留内容残缺及待复核状态。
1031,speed,speed_chase,快速移动躲避来球；保留击人规则专业复核。
1032,speed,speed_chase,追踩对方尾巴并躲避对手。
1036,speed,speed_sprint,牵引辅助快速跑；保留负荷与回弹防护复核。
1039,speed,speed_reaction,赶在竿倒前快速到位急停并重新启动。
1040,speed,speed_chase,限圈穿插臂下空间的追逃。
1041,speed,speed_reaction,叫号触发移动抢接落球。
1043,speed,speed_chase,拍掌触发转身追逃。
1044,speed,speed_chase,受线路约束的追逃兼有交点变向。
1045,speed,speed_sprint,固定绕角路线竞速与终点冲刺为主。
1046,speed,speed_agility,绕旗折返后抢先占格；保留提示残缺复核。
1047,speed,speed_agility,明确目标为快速跑中急停转身；保留接触安全复核。
1048,speed,speed_chase,人网围捕与躲闪移动为主要运动任务。
1051,speed,speed_agility,集体保持队形连续曲线绕障碍。
1052,speed,speed_agility,侧身快速移动按侧向敏捷归并。
1053,speed,speed_agility,踩垒中的急停转身和连续变向。
1055,speed,speed_chase,抱球追逃突出脚步灵活性，传球为避捕策略。
1091,speed,speed_reaction,判断旋转绳球到达时机并起跳；保留器材风险复核。
1092,speed,speed_chase,追逃营救中的速度躲闪；保留抓握接触复核。
1093,speed,speed_chase,受限姿势下继续快速追逃。
1094,speed,speed_reaction,听号起动抢接反弹球。
1100,speed,speed_chase,持球对抗中的快速奔跑与变向躲闪；保留成年适用边界复核。
1110,speed,speed_agility,循环绕队快跑的路线控制为实际任务。
1120,speed,speed_chase,竞走形式下追赶同伴。
1151,speed,speed_chase,投掷攻防中的移动躲闪。
1152,speed,speed_chase,群体移动躲球突出灵敏闪避。
1154,speed,speed_chase,快速穿越跑道并躲避投掷物。
1180,speed,speed_reaction,按号启动并在落地前接球。
1193,speed,speed_reaction,颜色信号决定方向并触发冲刺。
1194,speed,speed_reaction,听号后快速移动接球。
1202,speed,speed_reaction,信号变化触发奔跑停止和躲藏。
1212,speed,speed_chase,奔跑中躲闪与变向。
1213,speed,speed_chase,观察来球并快速躲闪，取物为游戏流程。
1215,speed,speed_chase,跑动中躲避滚动瑜伽球。
1216,speed,speed_chase,取物往返中躲避飞碟；兼含心肺耐力。
1217,speed,speed_chase,已阅读全文：传球制造击背机会且持盾者灵活转身躲避；保留攻防躲闪主主题，传接与团队配合并重列为集中复核边界。
1228,speed,speed_reaction,观察来球快速封堵与击球。
1240,speed,speed_chase,按规则躲避投掷球并奔跑。
1246,speed,speed_chase,投掷攻防中的躲闪与接沙包。
1253,speed,speed_chase,追逃换位中的变向和空间判断。
1264,speed,speed_reaction,已阅读全文：明确奔跑与反应目标，观察来球并及时跨步让球穿胯。
1277,speed,speed_chase,追逐尾巴时变向绕障碍。
1280,speed,speed_sprint,哨声后快速起跑并冲刺取物。
1281,speed,speed_chase,拍肩换位后的追逃与空间判断。
1449,speed,speed_chase,四散追逐跑与空间避让为主要目标；保留外部素材专业复核。
1451,speed,speed_chase,明确四散追逐跑和躲闪目标；保留外部素材专业复核。
