id,topic_code,subtopic_code,normalization_note
307,strength,strength_lower,暂按跪撑伸髋力量归并；摆幅与柔韧目标主次待核
308,strength,strength_core,暂按双人俯撑核心保持归并；原流程中断待核
310,strength,strength_core,暂按隧道角色持续支撑归并；穿行角色爬行与教学主次待核
311,strength,strength_upper,同伴托腿后的上肢承重行进
323,strength,strength_integrated,暂按明确的上下肢力量目标归并；缺动作步骤且兼有拉伸平衡目标
403,strength,strength_power,快速蹬伸上箱爆发力；单双脚落地矛盾待核
404,strength,strength_power,侧向快速蹬伸越栏
405,strength,strength_power,单腿爆发起跳与异侧着地
406,strength,strength_power,落跳后立即再起跳的反应力量
407,strength,strength_power,单腿纵向蹬伸爆发力
408,strength,strength_power,单腿侧向上箱爆发力
409,strength,strength_power,单腿旋转蹬伸爆发力；身体旋转服务发力与落地控制
410,strength,strength_power,药球胸前快速推掷；落球重量和保护条件待专业复核
411,strength,strength_power,接球后快速推回；与410重复及落球保护条件待核
412,strength,strength_power,明确上肢力量与发力速率目标
413,strength,strength_power,髋躯干旋转爆发力
414,strength,strength_power,髋驱动的旋转投掷力量传递
415,strength,strength_power,上肢躯干快速砸球发力
416,strength,strength_power,旋转砸球快速力量；与415重复内容待核
417,strength,strength_power,推起身体离地的爆发推撑
418,strength,strength_power,接球后屈曲推球的核心快速力量
419,strength,strength_power,最大力量快速旋转推回药球
423,strength,strength_power,蹲跳腿部爆发发力
428,strength,strength_power,尽力摸高的纵跳输出
460,strength,strength_power,踝部连续弹跳力量；限制膝缓冲的要求待专业复核
467,strength,strength_power,最大距离单腿水平跳
473,strength,strength_power,连续快速髋膝踝蹬伸
483,strength,strength_power,快速连续越栏反应力量；栏高与落地要求待专业复核
488,strength,strength_upper,同伴托脚后的上肢支撑行走
498,strength,strength_core,移动支撑时保持腰腹载球稳定
500,strength,strength_upper,搭腿俯撑爬行的上肢承重；多人负荷边界待专业复核
504,strength,strength_upper,悬垂下行拉力与离心控制
505,strength,strength_upper,交替引体与握持承重
513,strength,strength_upper,上肢支起身体并移动；腰腹稳定为辅助
515,strength,strength_upper,引体上攀与换握承重
584,strength,strength_power,腰腹与手臂协同快速掷球
620,strength,strength_upper,上肢胸部推撑力量
621,strength,strength_upper,上肢胸部力量为主；开腿协调为伴随任务
622,strength,strength_upper,触墙俯卧撑的上肢胸部力量
623,strength,strength_integrated,爬行中多部位力量协同
624,strength,strength_integrated,按明确的全身肌力与协调目标归并；动作步骤缺失及爆发力依据待核
625,strength,strength_upper,上肢胸部力量为主；肘膝协调为伴随任务
626,strength,strength_upper,肩臂胸部推撑力量
627,strength,strength_upper,推撑转换中的上肢力量
628,strength,strength_shoulder,平移支撑时上肢承重稳定
629,strength,strength_upper,跪地俯卧撑胸臂力量
630,strength,strength_shoulder,明确上肢稳定目标
631,strength,strength_shoulder,静态支撑中的上肢稳定
632,strength,strength_power,高拉全身爆发与动力传递
633,strength,strength_power,高翻全身爆发力
634,strength,strength_power,快速蹬伸耸肩的抓举爆发力
635,strength,strength_power,单臂抓举全身爆发传递
636,strength,strength_power,挺举下肢爆发衔接推举
637,strength,strength_integrated,前蹲与过顶推举组合力量
638,strength,strength_integrated,单侧分腿蹲与推举组合力量
639,strength,strength_integrated,侧弓步与推举全身力量
640,strength,strength_integrated,登阶与单臂推举力量传递
641,strength,strength_integrated,核心稳定支撑的多关节起身力量
642,strength,strength_upper,引体向上背部拉力
643,strength,strength_upper,屈肘肌抗阻力量
644,strength,strength_upper,背部直臂下拉力量
645,strength,strength_upper,肩部抗阻外展力量；上肢推拉类暂涵盖平举肌力
646,strength,strength_upper,肩部抗阻前举力量；上肢推拉类暂涵盖平举肌力
647,strength,strength_shoulder,肩胛肩袖相关稳定力量
648,strength,strength_upper,俯身后拉背部力量
649,strength,strength_upper,单臂后拉为主；单腿髋稳定为支撑条件
650,strength,strength_upper,水平悬垂后拉力量
651,strength,strength_core,俯桥交替后拉时抗旋稳定为核心要求
652,strength,strength_upper,卧推胸臂推力
653,strength,strength_upper,俯卧撑推力与辅助躯干稳定
654,strength,strength_upper,俯卧撑推力基础上增加旋转控制
655,strength,strength_integrated,低分腿保持与交替推举的组合力量
656,strength,strength_upper,肱三头肌抗阻伸肘
657,strength,strength_lower,深蹲下肢力量
658,strength,strength_lower,前蹲负重下肢力量
659,strength,strength_lower,过顶深蹲下肢力量；肩稳定为附加要求
660,strength,strength_lower,捧杯蹲臀腿力量
661,strength,strength_lower,相扑蹲下肢与内收肌力量
662,strength,strength_lower,侧向单腿与内收肌力量
663,strength,strength_lower,分腿蹲单侧下肢力量
664,strength,strength_lower,分腿蹲下肢力量；转体控制为附加要求
665,strength,strength_lower,后向弓步臀腿力量
666,strength,strength_lower,前向弓步下肢力量
667,strength,strength_lower,连续弓步下肢力量
668,strength,strength_lower,单腿蹲力量；平衡为附加要求
669,strength,strength_lower,单侧蹬阶力量
670,strength,strength_lower,硬拉髋主导后侧链力量
671,strength,strength_lower,罗马尼亚硬拉臀腿后链
672,strength,strength_lower,单腿髋主导后链力量
673,strength,strength_power,快速伸髋甩摆爆发力
674,strength,strength_lower,臀腿后侧力量与髋稳定
675,strength,strength_core,明确躯干旋转稳定目标
676,strength,strength_core,侧桥躯干稳定
703,strength,strength_power,药球力量传导与全身爆发力
704,strength,strength_core,腹背骨盆稳定与支撑耐力
707,strength,strength_power,器械跳跃的下肢爆发力目标
710,strength,strength_power,下肢快速力量；增高刺激表述待专业复核
717,strength,strength_core,侧向核心稳定
718,strength,strength_core,四肢支撑爬行中的动态核心控制
719,strength,strength_integrated,肩部后侧链与核心共同承重；错配提示待专业复核
721,strength,strength_core,移动俯撑时躯干稳定
722,strength,strength_core,触肩减支点抗旋转；转体借力提示冲突待核
723,strength,strength_core,俯卧抬臂腿的躯干伸肌力量；卷腹提示错配待核
729,strength,strength_lower,暂按明确臀部发力抬髋步骤归并；柔韧目标及滚翻提示冲突待核
742,strength,strength_power,跳深立即反弹爆发力；适龄与冲击负荷待专业复核
745,strength,strength_power,连续台阶跳爆发力；适龄与保护条件待专业复核
754,strength,strength_upper,低位爬行上肢承重力量；名称与推进动作错配待核
755,strength,strength_integrated,后侧链与肩支撑共同负荷
780,strength,strength_shoulder,暂按明示肩稳定目标归并；拉伸与俯卧撑描述混杂待核
781,strength,strength_lower,自重深蹲下肢力量；膝不过脚尖的绝对限制待核
782,strength,strength_lower,单侧弓步力量；膝位置绝对要求待核
783,strength,strength_lower,臀肌主动伸髋力量
784,strength,strength_core,竖脊肌与躯干后侧伸肌力量；残留提示待核
785,strength,strength_core,对侧下放时核心抗伸展；推举提示错配待核
786,strength,strength_core,鸟狗对侧伸展抗旋转；引体向上字段残留待核
787,strength,strength_lower,靠墙静蹲等长力量；转体提示错配待核
788,strength,strength_upper,过顶推举力量；跳跃提示与年龄分段待核
789,strength,strength_integrated,负重携行的握持与躯干综合稳定；划船提示待核
802,strength,strength_upper,引体拉力与背部力量
808,strength,strength_power,明确全身爆发目标；心肺为次目标
809,strength,strength_core,俯撑登山跑核心稳定
810,strength,strength_power,深蹲起跳爆发力
812,strength,strength_power,蛙跳下肢爆发输出
819,strength,strength_upper,上肢对抗力量及肌耐力；儿童适龄和对抗安全待核
821,strength,strength_integrated,腹肌推撑与纵跳组成综合力量训练
822,strength,strength_core,脚夹球上抛的腰腹力量；实心球上抛安全待核
850,strength,strength_integrated,背负同伴移动的全身承重；负荷安全待核
856,strength,strength_lower,蹲跳下肢力量与协调发力；对抗安全待核
858,strength,strength_core,反复坐卧传球腰腹力量
870,strength,strength_upper,双手支撑前进上肢力量；沙地与负荷待核
881,strength,strength_integrated,腰腹带动全身抱举对抗；抱离同伴安全待核
886,strength,strength_upper,扶腿手爬上肢支撑；双人承重安全待核
890,strength,strength_integrated,后撑移动上下肢共同发力；腕部承重安全待核
891,strength,strength_lower,双人蹲跳下肢力量；同步跳跃安全待核
892,strength,strength_integrated,马步保持与推掌的上下肢共同发力；对抗安全待核
894,strength,strength_lower,马步持续保持下肢肌耐力
895,strength,strength_power,跳起收腹拍脚的弹跳输出；高难度跳跃安全待核
902,strength,strength_integrated,弓步握持对抗的全身力量与平衡；对抗安全待核
904,strength,strength_integrated,三人牵拉的全身对抗力量
905,strength,strength_integrated,推拉出圈全身力量
906,speed,speed_chase,主主题由力量与稳定性调整为速度敏捷与反应；已阅读全文；目标明确为灵活性及反应能力；抱腿与阻挡构成攻防躲闪；近身攻防暂归追逐与躲闪
907,strength,strength_integrated,搬翻与阻抗的全身力量；专业复核标记保留
908,strength,strength_integrated,单脚站位下全身对抗力量；专业复核标记保留
917,strength,strength_upper,沙包击打以上肢力量为目标；上肢推拉类暂涵盖击打发力
919,strength,strength_integrated,团体推拉全身对抗力量；多人对抗边界待专业复核
921,movement,movement_balance,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；明示平衡及自卫目标；牵拉中保持站位为核心；自卫为游戏情境；保留专业复核标记
947,strength,strength_integrated,背人往返全身承重力量；承重安全待专业复核
956,strength,strength_lower,按明确腿腹力量目标归下肢；连续跳栏安全待专业复核
978,strength,strength_lower,暂按持续半蹲负荷归并；双人行走及专业复核待保留
979,strength,strength_lower,暂按下蹲行进的下肢持续负荷归并；目标证据待核
989,strength,strength_lower,暂按马步负重下肢稳定归并；目标证据待核
999,strength,strength_core,腰腹稳定与异侧协调并存；原待审状态保留
1003,strength,strength_lower,持续蹲行下肢肌耐力
1050,strength,strength_power,连续纵跳摸高弹跳输出
1054,strength,strength_power,明确弹跳提升目标；篮球接球为附加任务
1095,strength,strength_lower,半蹲鸭步下肢力量
1096,strength,strength_lower,同步单脚跳下肢力量
1099,strength,strength_integrated,暂按明示下肢与腰腹力量归并；地面传射流程与负荷目标匹配待核
1102,strength,strength_core,腹背持续紧张与躯干保持；托头抬人风险待专业复核
1103,strength,strength_integrated,负重移动下肢与腹背共同力量
1104,strength,strength_integrated,全身突围对抗力量
1105,strength,strength_lower,半蹲跑下肢力量
1127,strength,strength_lower,深蹲行走下肢力量；髋活动为次目标
1130,strength,strength_lower,明确踝足力量目标
1136,strength,strength_upper,推小车双臂支撑力量
1141,strength,strength_upper,侧平举持重的上肢等长力量；上肢推拉类暂涵盖持举肌耐力
1169,strength,strength_upper,按明示上肢力量目标归并；推铅球技术为次目标
1170,strength,strength_upper,持续实心球抛掷上肢力量
1171,strength,strength_upper,按力量素质目标归并；专项推铅球为训练手段
1172,strength,strength_upper,掷远上肢力量兼投掷技术
1173,strength,strength_upper,推高以上肢力量兼推掷技术为目标
1181,movement,movement_jump,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；原文未列力量目标；核心规则为双腿夹球跳跃折返并保持球不落地
1183,movement,movement_jump,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；原文未列力量目标；以全程双脚并行连跳及落地规则为主要动作要求
1185,strength,strength_lower,全文全蹲连续跳形成持续下肢负荷；力量目标为动作推断且原文未明示
1186,strength,strength_upper,全文托腿手撑行进形成明确上肢承重
1188,strength,strength_integrated,拔河全身对抗与核心稳定；专业复核标记保留
1224,strength,strength_lower,持续蹲跳下肢力量
1225,strength,strength_lower,同1224蹲跳行进；按相同玩法归并
1252,strength,strength_lower,夹桶跳跃有明确腿部力量目标
1271,strength,strength_lower,已核全文明确下肢力量目标；夹桶跳为力量与协调手段
1341,strength,strength_upper,按明示手部力量目标归并；目录缺手指握捏力量细分暂归上肢推拉；感觉统合次标签待主流程按感觉目标复核
1350,strength,strength_upper,简化俯卧撑上肢力量
1351,strength,strength_core,仰卧起坐腹部核心力量
1352,strength,strength_lower,深蹲腿部力量与髋膝控制
1353,movement,movement_manipulation,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；捏珠对孔穿线以手眼协调及精细操作为目标；精细本体觉为泛称；目录缺精细手部操作暂归器物操控
1354,movement,movement_manipulation,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；筷子夹取精细操作为主；力度控制用于夹取任务且缺独立感觉辨别调节流程；目录缺精细手部操作暂归器物操控；与本体觉用力调节边界集中复核
1355,strength,strength_upper,全文明示手腕力量目标；精细本体觉为泛称；目录缺手腕握持力量细分暂归上肢推拉
1356,strength,strength_upper,全文明示手指力量且要求用力撕胶带；精细本体觉为泛称；目录缺手指握捏力量细分暂归上肢推拉
1357,movement,movement_manipulation,主主题由力量与稳定性调整为基础动作与身体控制；已阅读全文；沿直线曲线及图案剪切以手眼协调和工具控制为主；手指力量为伴随目标；精细本体觉为泛称；目录缺精细手部操作暂归器物操控
1360,strength,strength_upper,按明确手指力量目标归并；目录缺手指握捏力量细分暂归上肢推拉；感觉统合次标签待主流程按感觉目标复核
1410,strength,strength_integrated,基础稳定与肌群平衡的综合控制；仅作训练主题归并
1462,strength,strength_programming,力量顺序频次及负荷进阶设计；年龄负荷与科学依据待专业复核
1463,strength,strength_programming,全学段抗阻负荷与分级方案归计划设计；初阶标题与全等级正文切分待核
1464,strength,strength_programming,全学段力量爆发力方案归计划设计；中阶标题与全等级正文切分待核
1465,strength,strength_programming,全学段最大力量负荷方案归计划设计；高阶标题与全等级正文切分及负荷安全待核
1466,strength,strength_core,按腹肌与核心支撑训练对象归并；全等级重复及计量手位矛盾待核
1467,strength,strength_core,卷腹侧屈与支撑核心力量；全等级重复及频次适用条件待核
1468,strength,strength_core,举腿卷腹与支撑核心力量耐力；全等级重复及左右指令待核
1469,strength,strength_shoulder,目录缺颈部肌力与颈椎稳定；暂邻近归肩胛与上肢稳定；建议增补颈部力量与稳定；分级切分及头部承重安全待核
1470,strength,strength_shoulder,目录缺颈部肌力与颈椎稳定；暂邻近归肩胛与上肢稳定；建议增补颈部力量与稳定；分级切分及固定负荷待核
1471,strength,strength_shoulder,目录缺颈部肌力与颈椎稳定；暂邻近归肩胛与上肢稳定；建议增补颈部力量与稳定；肩部动作颈肌归因及固定负荷待核
1472,strength,strength_lower,髋膝踝肌力与关节稳定；全等级切分及憋气等要求待核
1473,strength,strength_lower,不稳定面为膝周力量训练条件；全等级切分与儿童跳跃负荷待核
1474,strength,strength_lower,平台跳与跳绳服务髋膝踝稳定；全等级切分及负重跳进阶待核
1475,strength,strength_integrated,背伸与划船引体跨躯干上肢力量暂归综合训练；目录缺背部综合肌力；分级切分及专业复核保留
1476,strength,strength_integrated,整卡兼含竖脊肌飞鸟划船及引体暂归综合训练；目录缺背部综合肌力；分级切分及肌群表述待核
1477,strength,strength_integrated,整卡兼含背伸硬拉引体暂归综合训练；目录缺背部综合肌力；分级切分及颈后引体要求待核
